rating,text,title
,"My 7 year old son has the 1st gen Kindle Fire, and we've been very happy with it. He mostly plays games on it now, but we plan to purchase more movies and books for it in the future. My 5 year old wanted one too, so we just purchased the 2nd gen Kindle Fire for her. She had been saving her allowance and birthday money this whole year for it. We purchased one the day they were announced!We've had it now for 3 days... and while it's still the same great product, we were disappointed to find (after receiving the device) that the 2nd generation Fire comes WITHOUT a wall charger (which the first gen Fire had) and has a whole mess of ads loaded onto it. My 5 year old can't read very well yet - she couldn't figure out how to get rid of the ads, and was constantly yelling for me to come help her. Also, some of the ads featured more mature themes (ads for sexy prime time tv shows, for example) that I would not want to expose my young child to.To purchase the wall charger, it cost us an extra 20, and it cost us 15 to have the ads turned off. So now we're up to 194 for the Kindle Fire that we thought we were getting for 159, plus a whole bunch of time wasted trying to figure out how to turn off the ads, and waiting for the wall charger to arrive.I am normally a HUGE Amazon fan, but this one leaves a bad taste in my mouth. Would have given the device 4-5 stars on its own, but with the extra expenses and hassle, I have to take it down a couple stars.***Update Oct 10, 2012*** Interesting that many folks have taken my review as an opportunity to comment on my parenting skills. While I'm sure folks are well intentioned (sarcasm), I don't recall asking for parenting advice. Many have said it's ridiculous to buy an eReader for a child who can't read.Read more",Great product but they get you with the ads and missing accessories
1,This device is OK for reading or listening to audiobooks via Overdrive app. Wouldn't recommend it though really. Waited to buy Kindle for years. Would suggest doing research before buying this device.,Extremely slow
1,Not Kid friendly at all. Purchased for little nephew. Wasn't given any info on it for sales person either. Took back!!!,Terrible
1,Screen was cracked but the package did arrive earlier than expected,Arrived broken
1,Purchased two of these tablets. Both of them had 4-7 dead pixels all over the screen. Read a lot of online reviews which stated same problem. The screen/resolution is pretty bad but what can you expect for $50.,Ok tablet I must have got 2 bad ones
1,I don't like this tablet as Android is not working well,this is my worst purchase
1,I can't get my tablet to set the time so I haven't been able to even use it a little disappointed with this purchase no instructions came with it!!,Wish it had instructions
1,"It wouldn't connect to internet. Tried at home, at a couple of Wi-Fi spots and at the store where I bought it.",Nice but No
1,Bad performance. Slow device. Not worth buying. Better products are available in this range.,Rishav
1,I bought this for my daughter during the holidays and after four months of use it would no longer would charge. I tried other charges as well and it's definitely the tablet. Now I have to go through the hassle of seeing if I can still replace it under warranty.,Didn't last
1,"I bought this for my 8 yr old niece, she loves it. Also bought a screen shield & a 'kid proof' case. However, neither stopped the screen from cracking the first time she dropped it. At least it was only $50 :/My nephew has an 1st gen iPad Air, w a kid case; he's dropped it many times, the screen is fine. You get what you pay for.",Screen cracked on 1st drop
1,This tablet has little cpu power and is really only made to work with the Amazon Prime crowd. Not what I was looking for.,Only buy if a Amazon person.
1,"The item was on sale over the Christmas period at a great price. Took it home and when I charged it up, the back of the tablet became very hot to the touch and the battery life reduced dramatically. Left it alone, tried it again, this time no issues. Four days later, it did the same thing when I was charging it up again. Sent it back for a refund.","Great price, bad first experience"
1,I regretted buying this item.I will never recommend this to anyone,Really bad
1,"Got this during Christmas rush and didn't think much of it since it was slightly open. (They had none in stock and needed 4 of them for all my children ) upon opening item , one had a small crack (bearly noticeable ). Increased useage of item cause the screen to spider web... tried to return but no help with management .... store at fountains in El Paso Texas . So I have 3 perfect kindles and one cracked .... very disappointed 1 star",Open item
1,"I got this tablet for Christmas and only used it for one day. The next day I could not use it, it keep glitching. When I got it, the box was opened and it had an inspect sticker on the box, I guess that is what Best Buy does. I think someone switched it out. I took it back to Best Buy to see if someone could fix it and they said it would be $200 to fix or call Amazon. Why would I pay $200 to fix a tablet that was $40. Amazon is replacing my defected one for free after many attempts to fix it.",Horrible
